Name,URL,Cuisine,Ingredients,key_ingredients
Nazook (Sweet Persian Pastry),https://www.allrecipes.com/recipe/257500/nazook-sweet-persian-pastry/,Persian,1 cup sour cream at room temperature 2 teaspoons white sugar 1 25 ounce package active dry yeast 1  egg 1 tablespoon white vinegar 1 tablespoon vegetable oil 3 cups allpurpose flour ½ cup butter,"['butter', 'flour', 'sugar']"
Kuku Sabzi,https://www.allrecipes.com/recipe/282830/kuku-sabzi/,Persian,1 large leek 3 tablespoons extravirgin olive oil divided 4 large eggs 1 teaspoon baking powder 1 teaspoon ground fenugreek ¾ teaspoon kosher salt ½ teaspoon ground turmeric 1 ½ cups finely chopped fresh parsley 1 cup finely chopped fresh cilantro ¾ cup finely chopped fresh dill,"['cilantro', 'eggs']"
Persian Saffron-Braised Chicken Thighs,https://www.allrecipes.com/recipe/285890/persian-saffron-braised-chicken-thighs/,Persian,1 teaspoon saffron threads 3 tablespoons hot water or more as needed 1 ½ pounds boneless skinless chicken thighs 2 teaspoons kosher salt divided   freshly cracked black pepper to taste 1 tablespoon vegetable oil 1  yellow onion finely chopped 4 cloves garlic minced 1 tablespoon curry powder 1 ½ cups chicken stock,"['garlic', 'onion', 'chicken']"
Pomegranate Stew with Chicken (Khoresh Fesenjan),https://www.allrecipes.com/recipe/85118/pomegranate-stew-with-chicken-khoresh-fesenjan/,Persian,2 tablespoons olive oil 1 ½ pounds chicken legs cut up 1  white onion thinly sliced ½ pound walnuts toasted and finely ground in a food processor 1 teaspoon salt 4 cups pomegranate juice ½ teaspoon cardamom Optional 2 tablespoons sugar Optional,"['onion', 'chicken', 'sugar']"
An Introduction to Persian Cuisine,https://www.allrecipes.com/article/introduction-to-persian-cuisine/,Persian,,[]
Shirazi Salad,https://www.allrecipes.com/recipe/8369015/shirazi-salad/,Persian,4 medium firm Roma tomatoes finely diced 1 medium English cucumber finely diced ½ cup diced red onion 1 tablespoon chopped fresh cilantro 1 tablespoon dried mint,"['cilantro', 'onion', 'cucumber', 'tomato']"
Kookoo Sabzi (Fresh Herb Frittata),https://www.allrecipes.com/recipe/279193/kookoo-sabzi-fresh-herb-frittata/,Persian,⅓ cup fresh barberries 1 bunch Swiss chard stems removed 1 bunch fresh parsley tough stems trimmed 1 bunch fresh cilantro tough stems trimmed 1 bunch fresh dill tough stems trimmed 1 bunch green onions finely chopped ½ cup walnuts roughly chopped 1 clove garlic chopped 1 ½ teaspoons kosher salt such as Diamond Crystal® 1 teaspoon dried fenugreek leaves 1 teaspoon dried tarragon ½ teaspoon ground turmeric ¼ teaspoon ground cinnamon ¼ teaspoon ground saffron Optional ¼ teaspoon ground Damask rose petals ¼ teaspoon ground black pepper 6 large eggs or more as needed ⅓ cup olive oil 2 tablespoons olive oil,"['cilantro', 'garlic', 'onion', 'eggs']"
"Strawberry, Ginger and Mint Sekanjabin",https://www.allrecipes.com/recipe/112336/strawberry-ginger-and-mint-sekanjabin/,Persian,4 cups white sugar 2 cups water 12 ounces fresh or frozen strawberries chopped 1 cup chopped fresh mint ½ cup sliced fresh ginger 2  lemons peeled and juiced 1 cup white balsamic vinegar not distilled vinegar,"['strawberries', 'sugar']"
"15 Recipes for Nowruz, the Persian New Year",https://www.allrecipes.com/gallery/persian-new-year-recipes/,Persian,,[]
Wheat Flour Halva,https://www.allrecipes.com/recipe/257258/wheat-flour-halva/,Persian,1 ½ cups water 1 cup white sugar ¼ cup rose water ⅓ teaspoon ground cardamom 1 pinch saffron ½ cup butter 1 ½ cups allpurpose flour,"['butter', 'flour', 'sugar']"
Shadi's One-Pot Turmeric Chicken and Rice,https://www.allrecipes.com/recipe/8339194/shadis-one-pot-turmeric-chicken-and-rice/,Persian,3 cups water 1 ½ pounds boneless skinless chicken breasts 1 large onion chopped 6 cloves garlic minced 1 teaspoon ground turmeric 1 teaspoon salt ¼ teaspoon ground black pepper 2 cups basmati rice 1 medium carrot chopped Optional 3 tablespoons fresh lemon juice 2 tablespoons chopped fresh parsley,"['garlic', 'onion', 'carrot', 'rice', 'chicken']"
8 Persian Rice Recipes That Marry Aromatic Flavor with Irresistible Texture,https://www.allrecipes.com/gallery/persian-rice-recipes/,Persian,,[]
Persian Rice with Potato Tahdig,https://www.allrecipes.com/recipe/279048/persian-rice-with-potato-tahdig/,Persian,2 cups basmati rice 1 teaspoon salt 2 tablespoons cooking oil 1  potato sliced into 14inch rounds,"['potato', 'rice']"
Middle Eastern-Style Dolma (Stuffed Vegetables),https://www.allrecipes.com/recipe/284250/middle-eastern-style-dolma-stuffed-vegetables/,Persian,3 pounds ground beef 3 6 ounce cans tomato paste divided ¾ cup chopped fresh parsley ¾ cup chopped green onion ½ cup unsalted butter softened 1 tablespoon salt ¾ tablespoon ground black pepper 1 ½ cups uncooked white rice 1 medium head cabbage leaves separated 4 large green bell pepper chopped 2 large eggplants 2 large zucchini sliced,"['cabbage', 'eggplant', 'onion', 'bell pepper', 'zucchini', 'tomato', 'rice', 'beef', 'butter']"
Khoresht Fesenjaan (Chicken with Pomegranate Sauce),https://www.allrecipes.com/recipe/49450/khoresht-fesenjaan-chicken-with-pomegranate-sauce/,Persian,½ cup vegetable oil 4 medium red onions thinly sliced 3 pounds bonein chicken pieces 2 cups hot water or as needed 2 ½ cups pomegranate juice 4 cups chopped walnuts 2 tablespoons freshly ground cardamom 2 tablespoons ground cinnamon 1 medium butternut squash seeded and cubed ¼ teaspoon saffron powder 1 teaspoon salt or to taste,"['onion', 'squash', 'chicken', 'butter']"
Shiraz Salad,https://www.allrecipes.com/recipe/257502/shiraz-salad/,Persian,2 small cucumbers diced 1  tomato diced 1  onion diced 2 tablespoons lemon juice 1 teaspoon chopped fresh mint   salt and ground black pepper to taste,"['onion', 'cucumber', 'tomato']"
Masht-o Khiyaar (Persian Cucumber Salad with Sultanas and Walnuts),https://www.allrecipes.com/recipe/259284/masht-o-khiyaar-persian-cucumber-salad-with-sultanas-and-walnuts/,Persian,1 ½ cups plain yogurt 2 tablespoons roughly chopped walnuts 3 tablespoons golden raisins sultanas roughly chopped 1 tablespoon chopped fresh dill 1 tablespoon chopped fresh mint   salt and freshly ground black pepper to taste 1 large cucumber  peeled seeded and diced,['cucumber']
Savory Saffron Chicken Polow,https://www.allrecipes.com/recipe/234187/savory-saffron-chicken-polow/,Persian,5 ⅓ cups water 6 ½ tablespoons olive oil divided 16 ounces yellow saffron rice 2  yellow onions chopped 1 clove garlic minced 2 pounds skinless boneless chicken breast halves cut into cubes 2 cups chicken broth 2 16 ounce cans chickpeas garbanzo beans drained 4 ounces raisins 1 tablespoon paprika,"['beans', 'chickpeas', 'peas', 'garlic', 'onion', 'rice', 'chicken']"
Ginger Sekanjabin,https://www.allrecipes.com/recipe/110656/ginger-sekanjabin/,Persian,4 cups white sugar 2 ½ cups water 1 cup red or white wine vinegar ½ cup minced fresh ginger,['sugar']
Tut (Persian Marzipan),https://www.allrecipes.com/recipe/279197/tut-persian-marzipan/,Persian,1 cup blanched almond flour ½ cup powdered sugar or more to taste ½ teaspoon ground cardamom 2 tablespoons rose water or more as needed ¼ cup white sugar 2 tablespoons raw pistachios,"['flour', 'sugar']"
Shadi's Soup-e Mahicheh,https://www.allrecipes.com/recipe/8339170/shadis-soup-e-mahicheh/,Persian,2 tablespoons olive oil 1 large onion chopped 4 cloves garlic minced 1 1 pound lamb shank excess fat removed 6 cups water 1 teaspoon ground turmeric ½ teaspoon ground black pepper 1 large carrot chopped ½ cup green lentils ⅓ cup rice 2 cups chopped fresh spinach ½ cup chopped fresh parsley ½ cup chopped fresh cilantro 1 teaspoon salt 1 medium lemon juiced,"['cilantro', 'spinach', 'lentils', 'garlic', 'onion', 'carrot', 'rice']"
"Nowruz, Right Now",https://www.allrecipes.com/nowruz-right-now-7229908,Persian,,[]
Pofaki Gerdooyi,https://www.allrecipes.com/pofaki-gerdooyi-recipe-7182211,Persian,1 cup powdered sugar 1 teaspoon cardamom 1 teaspoon vanilla extract 34 cup chopped walnuts,['sugar']
Sabzi Polo,https://www.allrecipes.com/sabzi-polo-recipe-7182157,Persian,12 teaspoon saffron 12 teaspoon kosher salt 2 cups basmati rice rinsed 1 12 cups fresh parsley 1 cup green onion 1 cup fresh dill 1 cup cilantro leaves 1 teaspoon cumin 14 cup vegetable oil 1 tablespoon sesame seeds 12 teaspoon turmeric 1 large flour tortilla 2 whole bulbs garlic 4 tablespoons ghee,"['cilantro', 'garlic', 'onion', 'rice', 'flour']"
Peruvian Chicha Morada Drink,https://www.allrecipes.com/recipe/166133/peruvian-chicha-morada-drink/,Peruvian,1 gallon water 1 15 ounce package dried purple corn maiz morado 2  cinnamon sticks 1 tablespoon whole cloves 5 large lemons juiced 1 ½ cups brown sugar ½ cup fresh pineapple chopped ½  apple chopped,"['corn', 'apple', 'pineapple', 'sugar']"
Lomo Saltado (Peruvian Steak Stir-Fry),https://www.allrecipes.com/recipe/281719/lomo-saltado-peruvian-steak-stir-fry/,Peruvian,1 ¼ pounds top sirloin steak 3 tablespoons soy sauce divided 1 teaspoon white sugar 6 tablespoons olive oil divided 1 16 ounce package frozen crinklecut French fries 1 ½ cups sliced red onion 1 medium orange bell pepper sliced 1  habanero pepper seeded and minced ½ cup sliced green onion   kosher salt to taste 2 cloves garlic minced 1 teaspoon minced fresh ginger root 4 medium roma plum tomato ¼ cup white vinegar ¼ cup chopped fresh cilantro,"['cilantro', 'garlic', 'onion', 'bell pepper', 'tomato', 'plum', 'orange', 'sugar']"
Aji de Gallina,https://www.allrecipes.com/recipe/138090/aji-de-gallina/,Peruvian,2 pounds skinless bonein chicken breast halves 1  onion coarsely chopped 2  carrots chopped 2 cloves garlic 2 quarts water 1 loaf white bread crusts removed and cubed 1 12 fluid ounce can evaporated milk ½ cup grated Parmesan cheese ¼ cup walnut pieces 1 teaspoon vegetable oil 2 cloves garlic minced 1  onion chopped 2 teaspoons aji amarillo chile paste 2 teaspoons ground turmeric 4  hardcooked eggs sliced ¼ cup kalamata olives pitted and quartered,"['garlic', 'onion', 'carrot', 'olives', 'chicken', 'eggs', 'milk', 'cheese']"
Huancaina Sauce,https://www.allrecipes.com/recipe/236443/huancaina-sauce/,Peruvian,¼ cup vegetable oil ½ cup chopped onion 3  aji amarillo peppers seeded and chopped or more to taste 2 cloves garlic mashed ¾ cup evaporated milk 2 cups crumbled queso fresco 4  saltine crackers   salt and ground black pepper to taste,"['garlic', 'onion', 'milk']"
Peruvian Chicken Soup (Aguadito de Pollo),https://www.allrecipes.com/recipe/106515/peruvian-chicken-soup-aguadito-de-pollo/,Peruvian,4  skinless boneless chicken breast halves  cut in half   salt and pepper to taste ½ cup olive oil 1 medium onion chopped 1 teaspoon minced garlic 1 tablespoon seeded minced serrano chile ½ cup chopped cilantro 1 cup green peas 1 cup corn ½  red bell pepper chopped 10 cups chicken broth 4  Yukon Gold potatoes cut in half 1 cup uncooked white rice,"['cilantro', 'peas', 'garlic', 'onion', 'bell pepper', 'potato', 'corn', 'rice', 'chicken']"
Pollo a la Brasa (Peruvian Grilled Chicken),https://www.allrecipes.com/recipe/274400/pollo-a-la-brasa-peruvian-grilled-chicken/,Peruvian,2 pounds bonein skinon chicken thighs ⅓ cup soy sauce 5 cloves garlic 2 tablespoons lime juice 1 tablespoon vegetable oil 2 teaspoons cumin 1 teaspoon paprika ½ teaspoon dried oregano,"['garlic', 'chicken']"
Roast Peruvian Turkey,https://www.allrecipes.com/recipe/235472/roast-peruvian-turkey/,Peruvian,1 12 pound whole turkey neck and giblets removed,['turkey']
This Peruvian Chicken Is the Best Roast Chicken You'll Ever Eat,https://www.allrecipes.com/article/peruvian-chicken-best-roast-chicken-youll-ever-eat/,Peruvian,,[]
Pisco Sour Cocktail,https://www.allrecipes.com/recipe/222894/pisco-sour-cocktail/,Peruvian,2 fluid ounces pisco ¾ fluid ounce lime juice ¾ fluid ounce simple syrup 1  egg white 1 cup ice 4 drops Angostura bitters,[]
Alfajores (Dulce de Leche Sandwich Cookies),https://www.allrecipes.com/recipe/269265/alfajores-dulce-de-leche-sandwich-cookies/,Peruvian,2 cups sifted allpurpose flour ½ cup sifted confectioners sugar ¼ cup sifted cornstarch ¼ teaspoon salt 2 sticks unsalted butter softened ¼ cup white sugar 1 teaspoon vanilla extract 1 115 ounce jar dulce de leche ¼ cup confectioners sugar or as needed for dusting,"['corn', 'butter', 'flour', 'sugar']"
Peruvian Potato-Chicken Salad (Causa Rellena),https://www.allrecipes.com/recipe/273995/peruvian-potato-chicken-salad-causa-rellena/,Peruvian,1  large cooked chicken breast diced or shredded ¼ cup green peas ¼ cup diced cooked carrot 1 teaspoon minced shallot 2 tablespoons finely chopped roasted red peppers 2 tablespoons chopped fresh cilantro 1 teaspoon lime juice ¼ cup mayonnaise or as needed,"['cilantro', 'peas', 'carrot', 'chicken']"
Suspiro Limeño,https://www.allrecipes.com/recipe/142175/suspiro-limeno/,Peruvian,1 14 ounce can sweetened condensed milk 1 12 fluid ounce can evaporated milk 1 tablespoon vanilla extract 2  beaten egg yolks 2  beaten egg white 1 cup confectioners sugar ¼ teaspoon ground cinnamon Optional,"['milk', 'sugar']"
Peruvian Causa,https://www.allrecipes.com/recipe/236190/peruvian-causa/,Peruvian,8  russet potatoes peeled ½ cup vegetable oil or as needed 2 tablespoons minced aji amarillo   salt and ground black pepper to taste 2 5 ounce cans tuna drained 1 small red onion diced small ½ cup mayonnaise divided 2  avocados cut into thin strips 3  hardboiled eggs thinly sliced,"['onion', 'potato', 'avocado', 'eggs']"
Pisco Sour,https://www.allrecipes.com/recipe/96951/pisco-sour/,Peruvian,4 cups ice cubes 1 cup pisco ⅓ cup lemon juice ⅓ cup white sugar 1  egg white 2 dashes bitters or to taste,['sugar']
Peruvian Cilantro Rice,https://www.allrecipes.com/recipe/73832/peruvian-cilantro-rice/,Peruvian,2 4 ounce skinless boneless chicken breast halves 1 bunch fresh cilantro stems removed ½ cup water 1 tablespoon vegetable oil 1 tablespoon minced garlic ¼ cup frozen chopped carrots ¼ cup frozen peas Optional 1 tablespoon cumin   salt and freshly ground black pepper to taste 1 cup uncooked white rice,"['cilantro', 'peas', 'garlic', 'carrot', 'rice', 'chicken']"
Air-Fried Peruvian Chicken Drumsticks with Green Crema,https://www.allrecipes.com/recipe/276018/air-fried-peruvian-chicken-drumsticks-with-green-crema/,Peruvian,  olive oil for brushing 1 tablespoon honey 1 tablespoon olive oil 2 cloves garlic grated 1 teaspoon salt 1 teaspoon ground cumin ½ teaspoon smoked paprika ½ teaspoon dried oregano ¼ teaspoon ground black pepper 6 4 ounce chicken drumsticks,"['garlic', 'chicken']"
Empanada Filling,https://www.allrecipes.com/recipe/236495/empanada-filling/,Peruvian,2 tablespoons allpurpose flour 1 cup water 3 tablespoons olive oil 1 large onion diced 1 pound ground beef 12  pitted kalamata olives diced ½ teaspoon ground cumin ½ teaspoon paprika ½ cup raisins 3  hardcooked eggs chopped   salt and ground black pepper to taste,"['onion', 'olives', 'eggs', 'beef', 'flour']"
Spicy Peruvian Pork,https://www.allrecipes.com/recipe/60681/spicy-peruvian-pork/,Peruvian,2 ½ pounds boneless pork shoulder cubed ¼ cup white vinegar 1 tablespoon ground cumin 1 tablespoon ground turmeric ½ teaspoon garlic powder 1 teaspoon salt or to taste ¼ teaspoon ground black pepper or to taste 1 tablespoon vegetable oil 1 cup orange juice ½ cup water 1 tablespoon dried minced onion 1 tablespoon allpurpose flour 2 tablespoons water,"['garlic', 'onion', 'orange', 'pork', 'flour']"
Peruvian Aji-Style Sauce,https://www.allrecipes.com/recipe/229685/peruvian-aji-style-sauce/,Peruvian,1 head romaine lettuce stemend trimmed and discarded ½ bunch fresh cilantro stems removed 5  green onions ¼ cup mayonnaise 2  jalapeno peppers seeded 1 clove garlic   salt and ground black pepper to taste,"['cilantro', 'lettuce', 'garlic', 'onion']"
Peruvian Pickled Onions (Salsa Criolla),https://www.allrecipes.com/recipe/254754/peruvian-pickled-onions-salsa-criolla/,Peruvian,1 teaspoon sea salt 2  red onions sliced very thinly into half moons 2 large English cucumbers halved and sliced very thinly 1 large tomato halved and thinly sliced 2 tablespoons rice vinegar 2 tablespoons lime juice 1 tablespoon white wine vinegar 1  jalapeno pepper sliced into very thin matchsticks or more to taste Optional 1 tablespoon chopped fresh cilantro 1 ½ teaspoons olive oil   cracked black pepper to taste,"['cilantro', 'onion', 'cucumber', 'tomato', 'rice']"
Arroz con Pollo Perunao (Peruvian Rice with Chicken),https://www.allrecipes.com/recipe/204963/peruvian-arroz-con-pollo/,Peruvian,4 tablespoons vegetable oil 6  chicken thighs skinned and patted dry 6  chicken drumsticks with skin patted dry   salt and black pepper to taste 1 ½ bunches fresh cilantro leaves picked from stems 6 cloves garlic peeled and coarsely chopped 1 tablespoon Worcestershire sauce ½ cup orange juice 2 cups uncooked white rice 2  onions chopped ½ cup white wine 3 ½ cups chicken broth 1 teaspoon freshly ground black pepper 1 large carrot peeled and diced 1  bell pepper any color sliced into rings ¾ cup frozen peas,"['cilantro', 'peas', 'garlic', 'onion', 'bell pepper', 'carrot', 'rice', 'orange', 'chicken']"
Peruvian Alfajores with Manjar Blanco,https://www.allrecipes.com/recipe/268353/peruvian-alfajores-with-manjar-blanco/,Peruvian,2 cups white sugar 3 sticks butter 5 cups cornstarch 2 cups allpurpose flour 4  eggs 3 tablespoons pisco 2 teaspoons vanilla extract 1 teaspoon baking powder 3 tablespoons water or as needed 2 tablespoons confectioners sugar or as needed,"['corn', 'eggs', 'butter', 'flour', 'sugar']"
Arroz Tapado (Rice-On-Top),https://www.allrecipes.com/recipe/216814/arroz-tapado-rice-on-top/,Peruvian,2 cups uncooked white rice 4 cups water 1  egg 1  potato peeled and cubed 1 cup vegetable oil for frying 3 small tomatoes coarsely chopped ½ cup water 1 tablespoon vegetable oil ½ large onion finely chopped 3 cloves garlic chopped 1 teaspoon ground dried aji chile ½ teaspoon ground cumin ¼ teaspoon ground black pepper 2 teaspoons chopped fresh oregano 1 pound lean ground beef 2 large carrots peeled and cubed ¼ cup frozen peas 1 tablespoon peanut butter 1 teaspoon chopped fresh cilantro 1 teaspoon chopped fresh tomato 1 teaspoon ketchup,"['cilantro', 'peas', 'garlic', 'onion', 'carrot', 'potato', 'tomato', 'rice', 'beef', 'butter']"
Peruvian Pineapple Chicken (Pollo a la Pina),https://www.allrecipes.com/recipe/278651/peruvian-pineapple-chicken-pollo-a-la-pina/,Peruvian,1 ½ tablespoons soy sauce 1 teaspoon salt ½ teaspoon ground black pepper ½ teaspoon garlic powder ½ teaspoon ground cumin 3  boneless skinless chicken breasts sliced into bitesized medallions 1 20 ounce can pineapple chunks in syrup 1 ½ cups white sugar 2 cups potato starch or as needed 1 tablespoon vegetable oil or more as needed 1 teaspoon vegetable oil 2 tablespoons tomato paste 1  red bell pepper cored and sliced 3  green onions sliced,"['garlic', 'onion', 'bell pepper', 'potato', 'tomato', 'apple', 'pineapple', 'chicken', 'sugar']"
Peruvian Aji Verde,https://www.allrecipes.com/recipe/270622/peruvian-aji-verde/,Peruvian,2 bunches fresh cilantro with stems 3  jalapeno peppers seeded 1  lime juiced 3 cloves garlic ½ cup reducedfat mayonnaise or more to taste 1 drizzle extravirgin olive oil or more to taste   salt and ground black pepper to taste,"['cilantro', 'garlic']"
Bill's Peruvian Chicken and Rice,https://www.allrecipes.com/recipe/257998/bills-peruvian-chicken-and-rice/,Peruvian,2 tablespoons white wine vinegar 2 tablespoons extravirgin olive oil 2 tablespoons minced garlic 1 tablespoon paprika 1 tablespoon ground cumin 1 teaspoon lemon juice 1 teaspoon sea salt ¼ teaspoon ground black pepper ¼ teaspoon chile powder 2  onions diced 3  skinless boneless chicken breasts diced,"['garlic', 'onion', 'chicken']"
Pollo Saltado (Peruvian-Style Chicken Stir-Fry),https://www.allrecipes.com/recipe/266038/pollo-saltado-peruvian-style-chicken-stir-fry/,Peruvian,2 large skinless boneless chicken breast halves cut into strips 2 tablespoons soy sauce 2 tablespoons vinegar 1 teaspoon paprika 1 teaspoon ground cumin   ground black pepper to taste 1 clove garlic minced ½ 32 ounce package frozen steakcut French fries ½ tablespoon vegetable oil 1  onion sliced lengthwise 1  green bell pepper sliced into strips 1  aji pepper minced 3  Roma tomatoes sliced lengthwise and seeds removed,"['garlic', 'onion', 'bell pepper', 'tomato', 'chicken']"
Saltado de Vainitas (Peruvian Green Beans with Chicken),https://www.allrecipes.com/recipe/236498/saltado-de-vainitas-peruvian-green-beans-with-chicken/,Peruvian,1 tablespoon canola oil divided 3 cloves garlic minced 2  chile peppers seeded and diced 1 ¼ pounds chicken cut into 1inch cubes 6 tablespoons soy sauce divided 1 tablespoon ground cumin divided 1  red onion halved and sliced 4  roma plum tomatoes cut into eighths 2 12 ounce packages frozen Frenchstyle green beans thawed 3 tablespoons white wine vinegar   salt to taste 1 cup chopped cilantro,"['cilantro', 'beans', 'green beans', 'garlic', 'onion', 'tomato', 'plum', 'chicken']"
Peruvian Locro (Butternut Squash),https://www.allrecipes.com/recipe/242071/peruvian-locro-butternut-squash/,Peruvian,1 large butternut squash peeled and cut into chunks   water to cover   salt to taste ¾ 12 ounce can evaporated milk such as PET® ½ cup butter 1 16 ounce package frozen corn 1 16 ounce package frozen sweet peas 2 cups grated Cheddar cheese 3 cups cooked basmati rice,"['peas', 'corn', 'squash', 'rice', 'milk', 'cheese', 'butter']"
Lemon Pisco Sour,https://www.allrecipes.com/recipe/102082/lemon-pisco-sour/,Peruvian,1 tablespoon white sugar or to taste 1 fluid ounce fresh lemon juice 2 fluid ounces Pisco   ice cubes,['sugar']
Peruvian Arroz con Pollo (Peruvian Rice and Chicken),https://www.allrecipes.com/recipe/278648/peruvian-arroz-con-pollo-peruvian-rice-and-chicken/,Peruvian,3  skinless boneless chicken breasts cut in half   salt and ground black pepper to taste ½ cup vegetable oil divided or as needed ½  red onion diced 3 cloves garlic minced 1 ½ bunches cilantro leaves lightly chopped 1 tablespoon aji amarillo chile paste ½ cup chicken broth 1  red bell pepper diced 2 ½ cups water or more as needed 2 cups uncooked white rice 1 10 ounce package frozen peas and carrots,"['cilantro', 'peas', 'garlic', 'onion', 'bell pepper', 'carrot', 'rice', 'chicken']"
Citrus Ceviche,https://www.allrecipes.com/recipe/12796/citrus-ceviche/,Peruvian,½ cup fresh lemon juice ¼ cup fresh lime juice ¼ cup fresh orange juice 1 teaspoon grated fresh ginger 2 tablespoons extra virgin olive oil 1 pound fresh sea bass fillets sliced 14 inch thick ¼ cup chopped fresh cilantro 1  onion thinly sliced 2  avocados  peeled pitted and cubed   salt and pepper to taste 4  hardcooked eggs quartered,"['cilantro', 'onion', 'orange', 'avocado', 'eggs']"
"After Traveling Around the World, These Are 10 Condiments I Keep in My Kitchen",https://www.allrecipes.com/article/favorite-international-condiments-i-keep-in-pantry/,Peruvian,,[]
Red Salad,https://www.allrecipes.com/recipe/44390/red-salad/,Peruvian,4 medium beets 2 large red potatoes 4  carrots 2 tablespoons mayonnaise or to taste 1 tablespoon prepared yellow mustard or to taste,"['beet', 'carrot', 'potato']"
Mango Ceviche,https://www.allrecipes.com/recipe/236492/mango-ceviche/,Peruvian,3  mangos  peeled seeded and diced 1  yellow onion diced 1  green bell pepper diced 1  red bell pepper diced 3  jalapeno peppers minced ½ bunch fresh cilantro minced 2  limes juiced with pulp,"['cilantro', 'onion', 'bell pepper', 'mango']"
Chupe (Peruvian Shrimp Chowder),https://www.allrecipes.com/recipe/278649/chupe-peruvian-shrimp-chowder/,Peruvian,2 tablespoons olive oil 1 large red onion chopped   salt to taste 2 ½ cups cubed butternut squash 3 cloves garlic minced   ground black pepper to taste 4 cups chicken stock 2 ears fresh corn each cut into 4 pieces ¼ cup peas ¼ cup white rice Optional ½ pound uncooked medium shrimp peeled and deveined 1 6 ounce package brinepacked feta cheese crumbled brine reserved ½ cup milk,"['peas', 'garlic', 'onion', 'corn', 'squash', 'rice', 'chicken', 'milk', 'cheese', 'butter']"
Arroz con Pollo (Peruvian Style),https://www.allrecipes.com/recipe/236496/arroz-con-pollo-peruvian-style/,Peruvian,1 tablespoon vegetable oil 5  skinless chicken pieces   salt and ground black pepper to taste 1 large onion cut into small cubes 2 cloves garlic minced 1 cup chopped fresh cilantro 3 cups white rice 2 cups water 1 12 fluid ounce can beer 1  carrot cut into small cubes 1 cup green peas,"['cilantro', 'peas', 'garlic', 'onion', 'carrot', 'rice', 'chicken']"
Grilled Pollo a la Brasa,https://www.allrecipes.com/recipe/274427/grilled-pollo-a-la-brasa/,Peruvian,3 tablespoons soy sauce 1 tablespoon grapeseed oil 1 ½ teaspoons ground cumin 1 ½ teaspoons sweet paprika 1 teaspoon minced garlic 1 teaspoon thyme ½ teaspoon freshly ground black pepper ½ teaspoon dried oregano ½ teaspoon granulated onion ¼ teaspoon ground coriander ¼ teaspoon ground turmeric ¼ teaspoon dry mustard powder 1 pinch ground cinnamon 1 pound boneless skinless chicken breast butterflied ½  lime juiced,"['garlic', 'onion', 'grapes', 'chicken', 'butter']"
Vegetarian Huevo Saltado,https://www.allrecipes.com/recipe/275940/vegetarian-huevo-saltado/,Peruvian,1 extra large zucchini  halved lengthwise seeded and cut into French fries 1 cup allpurpose flour 1 pinch Italian seasoning or to taste 1 cup vegetable oil or as needed   salt to taste,"['zucchini', 'flour']"
Papa a la Huancaína (Huancayo-Style Potatoes),https://www.allrecipes.com/recipe/236497/papa-a-la-huancaina-huancayo-style-potatoes/,Peruvian,12  Yukon Gold potatoes 1 tablespoon olive oil or to taste 1  onion sliced 6  chile peppers halved lengthwise and seeded 1 pound cream cheese softened 1 pound queso fresco Mexican fresh cheese crumbled ¼ cup vegetable oil 2 teaspoons salt 1 clove garlic ½ teaspoon ground black pepper ⅓ cup evaporated milk 8 leaves lettuce 4 large hardboiled eggs halved lengthwise 8  black olives pitted and halved,"['lettuce', 'garlic', 'onion', 'potato', 'olives', 'eggs', 'milk', 'cheese']"
Peruvian Lomo Saltado,https://www.allrecipes.com/recipe/40083/peruvian-lomo-saltado/,Peruvian,1 16 ounce package frozen French fries 2 tablespoons vegetable oil 1 pound beef tri tip sliced 18 to 14 inch thick   salt and pepper to taste 1 large onion sliced into strips 3 large tomatoes peeled seeded and sliced into strips 1  yellow chili pepper preferably Peruvian aji amarillo ¼ cup distilled white vinegar 1 dash soy sauce to taste 2 tablespoons chopped fresh parsley,"['onion', 'tomato', 'beef']"
Ceviche Peruano,https://www.allrecipes.com/recipe/134464/ceviche-peruano/,Peruvian,2  potatoes 2  sweet potatoes 1  red onion cut into thin strips 1 cup fresh lime juice ½ stalk celery sliced ¼ cup lightly packed cilantro leaves 1 pinch ground cumin 1 clove garlic minced 1  habanero pepper seeded and minced   Salt and freshly ground pepper to taste 1 pound fresh tilapia cut into 12inch pieces 1 pound medium shrimp  peeled deveined and cut into 12inch pieces 1  bibb or Boston lettuce separated into leaves,"['celery', 'cilantro', 'lettuce', 'garlic', 'onion', 'potato']"
Perogies,https://www.allrecipes.com/recipe/23058/perogies/,Polish,2 cups allpurpose flour ⅔ cup cold water 1 large egg beaten 1 teaspoon salt,['flour']
Polish Potato Soup,https://www.allrecipes.com/polish-potato-soup-recipe-8550310,Polish,2 tablespoons olive oil 4 ounces kielbasa sausage quartered and sliced 14inch thick 2 12 pounds Yukon gold potatoes peeled 4 cups chicken broth 1 12 cups water or as needed 1 teaspoon salt or to taste 14 teaspoon ground black pepper or to taste 1 pinch cayenne pepper or to taste 34 cup dill pickle 14 cup pickle juice 12 cup fresh dill divided 13 cup sour cream,"['potato', 'chicken', 'sausage']"
